Versiegelte Bodenfläche pro Einwohner (2018)

lfd. Nr.
;Gebietsschlüssel
;Gebietsname
;Wert m²/Ew

1;07131;Ahrweiler;247 
2;09771;Aichach-Friedberg;290 
3;08425;Alb-Donau-Kreis;312 
4;16077;Altenburger Land;299 
5;07132;Altenkirchen (Westerwald);240 
6;15081;Altmarkkreis Salzwedel;550 
7;09171;Altötting;298 
8;07331;Alzey-Worms;258 
9;09361;Amberg;220 
10;09371;Amberg-Sulzbach;326 
11;03451;Ammerland;334 
12;15082;Anhalt-Bitterfeld;436 
13;09561;Ansbach;255 
14;09571;Ansbach (Landkreis);370 
15;09661;Aschaffenburg;184 
16;09671;Aschaffenburg (Landkreis);232 
17;09761;Augsburg;123 
18;09772;Augsburg (Landkreis);263 
19;03452;Aurich;289 
20;07332;Bad Dürkheim;237 
21;09672;Bad Kissingen;319 
22;07133;Bad Kreuznach;237 
23;09173;Bad Tölz-Wolfratshausen;209 
24;08211;Baden-Baden;158 
25;09461;Bamberg;178 
26;09471;Bamberg (Landkreis);280 
27;12060;Barnim;321 
28;14625;Bautzen;350 
29;09462;Bayreuth;162 
30;09472;Bayreuth (Landkreis);279 
31;09172;Berchtesgadener Land;192 
32;06431;Bergstraße;203 
33;11000;Berlin;80 
34;07231;Bernkastel-Wittlich;308 
35;08426;Biberach;319 
36;05711;Bielefeld;163 
37;07134;Birkenfeld;283 
38;05911;Bochum;127 
39;08435;Bodenseekreis;204 
40;05314;Bonn;105 
41;05554;Borken;280 
42;05512;Bottrop;178 
43;12051;Brandenburg an der Havel;305 
44;03101;Braunschweig;176 
45;08315;Breisgau-Hochschwarzwald;209 
46;04011;Bremen;164 
47;04012;Bremerhaven;202 
48;15084;Burgenlandkreis;335 
49;08115;Böblingen;167 
50;15083;Börde;438 
51;08235;Calw;201 
52;03351;Celle;304 
53;09372;Cham;360 
54;14511;Chemnitz;160 
55;03453;Cloppenburg;365 
56;09463;Coburg;201 
57;09473;Coburg (Landkreis);311 
58;07135;Cochem-Zell;338 
59;05558;Coesfeld;278 
60;12052;Cottbus;230 
61;03352;Cuxhaven;321 
62;09174;Dachau;208 
63;12061;Dahme-Spreewald;438 
64;06411;Darmstadt;139 
65;06432;Darmstadt-Dieburg;193 
66;09271;Deggendorf;322 
67;03401;Delmenhorst;189 
68;15001;Dessau-Roßlau;274 
69;03251;Diepholz;340 
70;09773;Dillingen a.d.Donau;359 
71;09279;Dingolfing-Landau;402 
72;01051;Dithmarschen;373 
73;09779;Donau-Ries;390 
74;07333;Donnersbergkreis;278 
75;05913;Dortmund;136 
76;14612;Dresden;134 
77;05112;Duisburg;145 
78;05358;Düren;230 
79;05111;Düsseldorf;112 
80;09175;Ebersberg;205 
81;16061;Eichsfeld;340 
82;09176;Eichstätt;340 
83;07232;Eifelkreis Bitburg-Prüm;391 
84;12062;Elbe-Elster;556 
85;03402;Emden;321 
86;08316;Emmendingen;193 
87;03454;Emsland;430 
88;05954;Ennepe-Ruhr-Kreis;160 
89;08236;Enzkreis;201 
90;09177;Erding;307 
91;16051;Erfurt;181 
92;09562;Erlangen;152 
93;09572;Erlangen-Höchstadt;231 
94;14521;Erzgebirgskreis;230 
95;05113;Essen;111 
96;08116;Esslingen;156 
97;05366;Euskirchen;253 
98;01001;Flensburg;154 
99;09474;Forchheim;238 
100;07311;Frankenthal (Pfalz);181 
101;12053;Frankfurt (Oder);229 
102;06412;Frankfurt am Main;111 
103;08311;Freiburg im Breisgau;96 
104;09178;Freising;249 
105;08237;Freudenstadt;235 
106;09272;Freyung-Grafenau;302 
107;03455;Friesland;330 
108;06631;Fulda;263 
109;09179;Fürstenfeldbruck;168 
110;09563;Fürth;136 
111;09573;Fürth (Landkreis);194 
112;09180;Garmisch-Partenkirchen;209 
113;05513;Gelsenkirchen;137 
114;16052;Gera;184 
115;07334;Germersheim;289 
116;06531;Gießen;214 
117;03151;Gifhorn;307 
118;03153;Goslar;262 
119;16067;Gotha;292 
120;03456;Grafschaft Bentheim;371 
121;16076;Greiz;314 
122;06433;Groß-Gerau;206 
123;08117;Göppingen;186 
124;14626;Görlitz;308 
125;03159;Göttingen;227 
126;09774;Günzburg;334 
127;05754;Gütersloh;255 
128;05914;Hagen;151 
129;15002;Halle (Saale);146 
130;02000;Hamburg;114 
131;03252;Hameln-Pyrmont;265 
132;05915;Hamm;211 
133;03353;Harburg;247 
134;15085;Harz;333 
135;12063;Havelland;325 
136;09674;Haßberge;340 
137;03358;Heidekreis;374 
138;08221;Heidelberg;108 
139;08135;Heidenheim;251 
140;08121;Heilbronn;160 
141;08125;Heilbronn (Landkreis);231 
142;05370;Heinsberg;243 
143;03154;Helmstedt;296 
144;05758;Herford;248 
145;05916;Herne;129 
146;06632;Hersfeld-Rotenburg;309 
147;01053;Herzogtum Lauenburg;237 
148;16069;Hildburghausen;345 
149;03254;Hildesheim;255 
150;05958;Hochsauerlandkreis;279 
151;06434;Hochtaunuskreis;144 
152;09464;Hof;233 
153;09475;Hof (Landkreis);345 
154;08126;Hohenlohekreis;283 
155;03255;Holzminden;305 
156;05762;Höxter;307 
157;16070;Ilm-Kreis;286 
158;09161;Ingolstadt;206 
159;16053;Jena;118 
160;15086;Jerichower Land;469 
161;07312;Kaiserslautern;212 
162;07335;Kaiserslautern (Landkreis);342 
163;08212;Karlsruhe;134 
164;08215;Karlsruhe (Landkreis);222 
165;06611;Kassel;147 
166;06633;Kassel (Landkreis);271 
167;09762;Kaufbeuren;172 
168;09273;Kelheim;353 
169;09763;Kempten (Allgäu);143 
